"item","count","station_id_tally","date_tally","material","filename","num_buckets","bucket_size_gallons","num_bags","bag_size_gallons","total_small","units_small","large_volume","units_large","station_id_volume","station_id_vegetatedcondition","date_vegetated","banks_percent_ground_cover","banks_percent_understory","banks_percent_trees_roots","banks_percent_bare_ground","banks_percent_total","channel_percent_woody_debris","channel_percent_aquatic_vegetation","channel_percent_algae","channel_percent_no_vegetation_or_woody_debris","channel_percent_total","comments_vegetation","station_id_trashassessment","site_description","site_type","field_crew","date","start_time","start_am_pm","end_time","end_am_pm","start_latitude","end_latitude","start_longitude","end_longitude","watershed","datum","left_bank_access","left_bank_facing","right_bank_access","right_bank_facing","channel_type_1","channel_type_2","channel_type_3","channel_type_4","channel_type_other","is_stream_flowing","reach_length","reach_length_units","wetted_width_a","wetted_width_b","wetted_width_c","wetted_width_units","bankfull_width_a","bankfull_width_b","bankfull_width_c","bankfull_width_units","assessment_width_a","assessment_width_b","assessment_width_c","assessment_width_units","was_trash_picked_up","number_outfalls","outfall_diameter_1","outfall_diameter_2","outfall_diameter_3","outfall_diameter_4","outfall_trash_1","outfall_trash_2","outfall_trash_3","outfall_trash_4","outfall_trash_amount_1","outfall_trash_amount_2","outfall_trash_amount_3","outfall_trash_amount_4","homeless_encampment_in_200_m","comments"
"Bag - reusable",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx","0.0","2.5","0.0","10.0","0","GALLONS","0.0","   ft3","16.0","16.0","44485.0","0.05","0.25","0.4","0.3","1","0.08","0.8","0.02","0.1","1",NA,"16.0","Behind AMF Bowling Alley Parking Lot","probabilistic","Earth Team Pinole","44485.0","0.4444444444444444","AM","0.4777777777777778","AM","37.9981609","37.9983192","-122.2882326","-122.287888","Pinole Creek","GoogleEarth (NAD 83)","HARD","(Facing Downstream)","MODERATE","(Facing Downstream)","Earthen","Earthen","Earthen","Earthen","no others","YES","30.0","m","2.1","1.2","3.1","m","15.0","15.2","12.6","m","15.0","15.2","12.6","m","YES","0.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<10","no trash","no trash","no trash","NO",NA
"Bag - single use",8,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx","0.0","2.5","0.0","10.0","0","GALLONS","0.0","   ft3","16.0","16.0","44485.0","0.05","0.25","0.4","0.3","1","0.08","0.8","0.02","0.1","1",NA,"16.0","Behind AMF Bowling Alley Parking Lot","probabilistic","Earth Team Pinole","44485.0","0.4444444444444444","AM","0.4777777777777778","AM","37.9981609","37.9983192","-122.2882326","-122.287888","Pinole Creek","GoogleEarth (NAD 83)","HARD","(Facing Downstream)","MODERATE","(Facing Downstream)","Earthen","Earthen","Earthen","Earthen","no others","YES","30.0","m","2.1","1.2","3.1","m","15.0","15.2","12.6","m","15.0","15.2","12.6","m","YES","0.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<10","no trash","no trash","no trash","NO",NA
"Bag Pieces*",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx","0.0","2.5","0.0","10.0","0","GALLONS","0.0","   ft3","16.0","16.0","44485.0","0.05","0.25","0.4","0.3","1","0.08","0.8","0.02","0.1","1",NA,"16.0","Behind AMF Bowling Alley Parking Lot","probabilistic","Earth Team Pinole","44485.0","0.4444444444444444","AM","0.4777777777777778","AM","37.9981609","37.9983192","-122.2882326","-122.287888","Pinole Creek","GoogleEarth (NAD 83)","HARD","(Facing Downstream)","MODERATE","(Facing Downstream)","Earthen","Earthen","Earthen","Earthen","no others","YES","30.0","m","2.1","1.2","3.1","m","15.0","15.2","12.6","m","15.0","15.2","12.6","m","YES","0.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<10","no trash","no trash","no trash","NO",NA
"Balloons",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx","0.0","2.5","0.0","10.0","0","GALLONS","0.0","   ft3","16.0","16.0","44485.0","0.05","0.25","0.4","0.3","1","0.08","0.8","0.02","0.1","1",NA,"16.0","Behind AMF Bowling Alley Parking Lot","probabilistic","Earth Team Pinole","44485.0","0.4444444444444444","AM","0.4777777777777778","AM","37.9981609","37.9983192","-122.2882326","-122.287888","Pinole Creek","GoogleEarth (NAD 83)","HARD","(Facing Downstream)","MODERATE","(Facing Downstream)","Earthen","Earthen","Earthen","Earthen","no others","YES","30.0","m","2.1","1.2","3.1","m","15.0","15.2","12.6","m","15.0","15.2","12.6","m","YES","0.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<10","no trash","no trash","no trash","NO",NA
"Beverage Bottles",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx","0.0","2.5","0.0","10.0","0","GALLONS","0.0","   ft3","16.0","16.0","44485.0","0.05","0.25","0.4","0.3","1","0.08","0.8","0.02","0.1","1",NA,"16.0","Behind AMF Bowling Alley Parking Lot","probabilistic","Earth Team Pinole","44485.0","0.4444444444444444","AM","0.4777777777777778","AM","37.9981609","37.9983192","-122.2882326","-122.287888","Pinole Creek","GoogleEarth (NAD 83)","HARD","(Facing Downstream)","MODERATE","(Facing Downstream)","Earthen","Earthen","Earthen","Earthen","no others","YES","30.0","m","2.1","1.2","3.1","m","15.0","15.2","12.6","m","15.0","15.2","12.6","m","YES","0.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<10","no trash","no trash","no trash","NO",NA
"Chip Bags",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx","0.0","2.5","0.0","10.0","0","GALLONS","0.0","   ft3","16.0","16.0","44485.0","0.05","0.25","0.4","0.3","1","0.08","0.8","0.02","0.1","1",NA,"16.0","Behind AMF Bowling Alley Parking Lot","probabilistic","Earth Team Pinole","44485.0","0.4444444444444444","AM","0.4777777777777778","AM","37.9981609","37.9983192","-122.2882326","-122.287888","Pinole Creek","GoogleEarth (NAD 83)","HARD","(Facing Downstream)","MODERATE","(Facing Downstream)","Earthen","Earthen","Earthen","Earthen","no others","YES","30.0","m","2.1","1.2","3.1","m","15.0","15.2","12.6","m","15.0","15.2","12.6","m","YES","0.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<10","no trash","no trash","no trash","NO",NA
"Cigar Tips",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx","0.0","2.5","0.0","10.0","0","GALLONS","0.0","   ft3","16.0","16.0","44485.0","0.05","0.25","0.4","0.3","1","0.08","0.8","0.02","0.1","1",NA,"16.0","Behind AMF Bowling Alley Parking Lot","probabilistic","Earth Team Pinole","44485.0","0.4444444444444444","AM","0.4777777777777778","AM","37.9981609","37.9983192","-122.2882326","-122.287888","Pinole Creek","GoogleEarth (NAD 83)","HARD","(Facing Downstream)","MODERATE","(Facing Downstream)","Earthen","Earthen","Earthen","Earthen","no others","YES","30.0","m","2.1","1.2","3.1","m","15.0","15.2","12.6","m","15.0","15.2","12.6","m","YES","0.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<10","no trash","no trash","no trash","NO",NA
"Cigarette Butts",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx","0.0","2.5","0.0","10.0","0","GALLONS","0.0","   ft3","16.0","16.0","44485.0","0.05","0.25","0.4","0.3","1","0.08","0.8","0.02","0.1","1",NA,"16.0","Behind AMF Bowling Alley Parking Lot","probabilistic","Earth Team Pinole","44485.0","0.4444444444444444","AM","0.4777777777777778","AM","37.9981609","37.9983192","-122.2882326","-122.287888","Pinole Creek","GoogleEarth (NAD 83)","HARD","(Facing Downstream)","MODERATE","(Facing Downstream)","Earthen","Earthen","Earthen","Earthen","no others","YES","30.0","m","2.1","1.2","3.1","m","15.0","15.2","12.6","m","15.0","15.2","12.6","m","YES","0.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<10","no trash","no trash","no trash","NO",NA
"Cigarette - Electronic",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx","0.0","2.5","0.0","10.0","0","GALLONS","0.0","   ft3","16.0","16.0","44485.0","0.05","0.25","0.4","0.3","1","0.08","0.8","0.02","0.1","1",NA,"16.0","Behind AMF Bowling Alley Parking Lot","probabilistic","Earth Team Pinole","44485.0","0.4444444444444444","AM","0.4777777777777778","AM","37.9981609","37.9983192","-122.2882326","-122.287888","Pinole Creek","GoogleEarth (NAD 83)","HARD","(Facing Downstream)","MODERATE","(Facing Downstream)","Earthen","Earthen","Earthen","Earthen","no others","YES","30.0","m","2.1","1.2","3.1","m","15.0","15.2","12.6","m","15.0","15.2","12.6","m","YES","0.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<10","no trash","no trash","no trash","NO",NA
"Container Cap/Pieces",0,"16.0","44485.0","Plastic","Site 16_10-16-2021/Data for Site #16 10_16_21.xlsx","0.0","2.5","0.0","10.0","0","GALLONS","0.0","   ft3","16.0","16.0","44485.0","0.05","0.25","0.4","0.3","1","0.08","0.8","0.02","0.1","1",NA,"16.0","Behind AMF Bowling Alley Parking Lot","probabilistic","Earth Team Pinole","44485.0","0.4444444444444444","AM","0.4777777777777778","AM","37.9981609","37.9983192","-122.2882326","-122.287888","Pinole Creek","GoogleEarth (NAD 83)","HARD","(Facing Downstream)","MODERATE","(Facing Downstream)","Earthen","Earthen","Earthen","Earthen","no others","YES","30.0","m","2.1","1.2","3.1","m","15.0","15.2","12.6","m","15.0","15.2","12.6","m","YES","0.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<10","no trash","no trash","no trash","NO",NA
